=============================| Attention |===============================
  This is a prototype version only and not allowed for productive usage.
  Siemens takes no liability for damages or injuries that might result
  in improper usage.
  Please keep this prototype and all information about it confidential.
=========================================================================

*Supported Devices:
**Unknown 
 AI 8xU/I HF || OrderNumber: 6ES7 531-7NF00-0AB0 || FwVersion: V1.2
 AQ 8xU/I HS || OrderNumber: 6ES7 532-5HF00-0AB0 || FwVersion: V2.2

**Plc 
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.0
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.1
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.0
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.1
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.0
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.1
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AN01-0AB0 || FwVersion: V2.9
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.0
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.1
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.0
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.1
 CPU 1517V-1 PN  || OrderNumber: 6ES7 587-1AP00-0AB0 || FwVersion: V3.1
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V2.9
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.0
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.1

**Head 
 IM 155-6 MF HF V5.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 155-6MU00-0CN0 || GsdId: IM 155-6 MF HF V5.0	
 1 COUNT 24V/100 kHz C || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DA03-0AB0 C || GsdId: 104	
 1 COUNT 24V/100 kHz C || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DA04-0AB0 C || GsdId: 133	
 1 COUNT 24V/100 kHz M || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DA00-0AB0 M || GsdId: 99	
 1 COUNT 24V/100 kHz M || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DA01-0AB0 M || GsdId: 101	
 1 COUNT 24V/100 kHz M || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DA02-0AB0 M || GsdId: 103	
 1 COUNT 24V/100 kHz M || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DA03-0AB0 M || GsdId: 105	
 1 COUNT 24V/100 kHz M || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DA04-0AB0 M || GsdId: 134	
 1 COUNT 24V/100 kHz W || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DA04-0AB0 W || GsdId: 135	
 1 COUNT 5V counter operation V2.0 || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE02-0AB0 C || GsdId: 240	
 1 COUNT 5V Fast Mode V2.0 || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE02-0AB0 F || GsdId: 243	
 1 COUNT 5V measurement operation V2.0 || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE02-0AB0 M || GsdId: 241	
 1 COUNT 5V position feedback V2.0 || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE02-0AB0 W || GsdId: 242	
 1 COUNT 5V/500 kHz C || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE00-0AB0 C || GsdId: 106	
 1 COUNT 5V/500 kHz C || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE01-0AB0 C || GsdId: 108	
 1 COUNT 5V/500 kHz C || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE02-0AB0 C || GsdId: 136	
 1 COUNT 5V/500 kHz M || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE00-0AB0 M || GsdId: 107	
 1 COUNT 5V/500 kHz M || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE01-0AB0 M || GsdId: 109	
 1 COUNT 5V/500 kHz M || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE02-0AB0 M || GsdId: 137	
 1 COUNT 5V/500 kHz W || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DE02-0AB0 W || GsdId: 138	
 1 Pos Inc / Analog || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DJ00-0AB0 || GsdId: 122	
 1 Pos Inc / Digital || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DG00-0AB0 || GsdId: 120	
 1 Pos SSI / Analog || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DK00-0AB0 || GsdId: 123	
 1 Pos SSI / Digital || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DH00-0AB0 || GsdId: 121	
 1 PosU 24V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DL00-0AB0 || GsdId: 150	
 1 PosU 5V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DL00-0AB0 || GsdId: 149	
 1 PosU SSI || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DL00-0AB0 || GsdId: 151	
 1 SI  3964(R)  (32 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF01-0AB0 || GsdId: 186	
 1 SI  3964(R)  (4 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF01-0AB0 || GsdId: 142	
 1 SI  3964(R)  (8 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF01-0AB0 || GsdId: 141	
 1 SI  ASCII  (32 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF01-0AB0 || GsdId: 185	
 1 SI  ASCII  (4 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF01-0AB0 || GsdId: 140	
 1 SI  ASCII  (8 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF01-0AB0 || GsdId: 139	
 1 SI CANopen 16 Byte || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 020570-B || GsdId: 267	
 1 SI CANopen 32 Byte || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 020570-B || GsdId: 268	
 1 SI CANopen 4 Byte || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 020570-B || GsdId: 265	
 1 SI CANopen 8 Byte || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 020570-B || GsdId: 266	
 1 SI Modbus Master (32 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF11-0AB0 || GsdId: 188	
 1 SI Modbus Master (4 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF11-0AB0 || GsdId: 144	
 1 SI Modbus Master (8 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF11-0AB0 || GsdId: 143	
 1 SI Modbus Slave (32 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF11-0AB0 || GsdId: 189	
 1 SI Modbus Slave (4 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF11-0AB0 || GsdId: 146	
 1 SI Modbus Slave (8 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF11-0AB0 || GsdId: 145	
 1 SI USS Master (32 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF11-0AB0 || GsdId: 187	
 1 SI USS Master (4 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF11-0AB0 || GsdId: 148	
 1 SI USS Master (8 Byte) || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DF11-0AB0 || GsdId: 147	
 1 SSI || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DB00-0AB0 || GsdId: 92	
 1 SSI || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DB01-0AB0 || GsdId: 94	
 1 SSI || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DB02-0AB0 || GsdId: 131	
 1 SSI || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DB03-0AB0 || GsdId: 230	
 1 SSI Fast-Mode || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DB00-0AB0 Fast || GsdId: 93	
 1 SSI Fast-Mode || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DB01-0AB0 Fast || GsdId: 95	
 1 SSI Fast-Mode || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DB02-0AB0 Fast || GsdId: 132	
 1 SSI Fast-Mode || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DB03-0AB0 Fast || GsdId: 231	
 1 STEP 5V || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DC01-0AB0 || GsdId: 274	
 1 STEP 5V/204kHz || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DC00-0AB0 || GsdId: 96	
 1 STEP DRIVE || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 1-STEP-DRIVE-5A-48V || GsdId: 287	
 2 Double-Valves 3/2 monost. 4DO || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 2 Double-Valves 3/2 monost. 4DO || GsdId: 197	
 2 Double-Valves 3/2 monost. 4DO* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 2 Double-Valves 3/2 monost. 4DO || GsdId: 543	
 2 PULSE || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DD00-0AB0 || GsdId: 97	
 2 PULSE || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DD01-0AB0 || GsdId: 275	
 2 PULSE ext. control interface || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 138-4DD01-0AB0 || GsdId: 276	
 2 Valves 3/2, 5/2 monost. 2DO || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 2 Valves 3/2, 5/2 monost. 2DO || GsdId: 126	
 2 Valves 3/2, 5/2 monost. 2DO* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 2 Valves 3/2, 5/2 monost. 2DO || GsdId: 537	
 2 Valves 5/3, 5/2 impulse 4DO || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 2 Valves 5/3, 5/2 impulse 4DO || GsdId: 129	
 2 Valves 5/3, 5/2 impulse 4DO* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 2 Valves 5/3, 5/2 impulse 4DO || GsdId: 538	
 2/4 AI RTD ST; 2ch; 2-, 3-, 4-wire || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4JB51-0AB0 || GsdId: 246	
 2/4 AI RTD ST; 4ch; 2-wire || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4JB51-0AB0 || GsdId: 247	
 2AI I 2/4WIRE HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4MB00-0AB0 || GsdId: 30	
 2AI I 2/4WIRE HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4MB02-0AB0 || GsdId: 199	
 2AI I 2WIRE HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GB50-0AB0 || GsdId: 25	
 2AI I 2WIRE HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GB51-0AB0 || GsdId: 26	
 2AI I 2WIRE HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GB52-0AB0 || GsdId: 219	
 2AI I 2WIRE ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GB00-0AB0 || GsdId: 24	
 2AI I 2WIRE ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GB01-0AB0 || GsdId: 172	
 2AI I 4WIRE HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GB60-0AB0 || GsdId: 28	
 2AI I 4WIRE HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GB61-0AB0 || GsdId: 29	
 2AI I 4WIRE HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GB62-0AB0 || GsdId: 220	
 2AI I 4WIRE ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GB10-0AB0 || GsdId: 27	
 2AI I 4WIRE ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4GB11-0AB0 || GsdId: 174	
 2AI RTD HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4NB50-0AB0 || GsdId: 33	
 2AI RTD HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4NB51-0AB0 || GsdId: 191	
 2AI RTD ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4JB50-0AB0 || GsdId: 31	
 2AI TC HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4NB00-0AB0 || GsdId: 32	
 2AI TC HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4NB01-0AB0 || GsdId: 190	
 2AI TC ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4JB00-0AB0 || GsdId: 6	
 2AI TC ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4JB01-0AB0 || GsdId: 248	
 2AI U HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4LB00-0AB0 || GsdId: 23	
 2AI U HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4LB02-0AB0 || GsdId: 200	
 2AI U HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4FB50-0AB0 || GsdId: 21	
 2AI U HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4FB51-0AB0 || GsdId: 22	
 2AI U HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4FB52-0AB0 || GsdId: 218	
 2AI U ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4FB00-0AB0 || GsdId: 5	
 2AI U ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 134-4FB01-0AB0 || GsdId: 169	
 2AO I HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4MB00-0AB0 || GsdId: 38	
 2AO I HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4MB01-0AB0 || GsdId: 39	
 2AO I HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4MB02-0AB0 || GsdId: 201	
 2AO I HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4GB52-0AB0 || GsdId: 222	
 2AO I ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4GB00-0AB0 || GsdId: 37	
 2AO I ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4GB01-0AB0 || GsdId: 178	
 2AO U HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4LB00-0AB0 || GsdId: 35	
 2AO U HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4LB01-0AB0 || GsdId: 36	
 2AO U HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4LB02-0AB0 || GsdId: 202	
 2AO U HS || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4FB52-0AB0 || GsdId: 221	
 2AO U ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4FB00-0AB0 || GsdId: 34	
 2AO U ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 135-4FB01-0AB0 || GsdId: 177	
 2DI AC120V ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4EB00-0AB0 || GsdId: 17	
 2DI AC120V ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4EB00-0AB0 || GsdId: 511	
 2DI AC230V ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4FB00-0AB0 || GsdId: 18	
 2DI AC230V ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4FB00-0AB0 || GsdId: 512	
 2DI DC24V HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BB00-0AB0 || GsdId: 1	
 2DI DC24V HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BB01-0AB0 || GsdId: 154	
 2DI DC24V HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BB00-0AB0 || GsdId: 501	
 2DI DC24V HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BB01-0AB0 || GsdId: 503	
 2DI DC24V ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BB00-0AA0 || GsdId: 8	
 2DI DC24V ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BB01-0AA0 || GsdId: 155	
 2DI DC24V ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BB00-0AA0 || GsdId: 500	
 2DI DC24V ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 131-4BB01-0AA0 || GsdId: 502	
 2DO AC24..230V/1A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4FB00-0AB0 || GsdId: 19	
 2DO AC24..230V/1A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4FB01-0AB0 || GsdId: 225	
 2DO AC24..230V/1A* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4FB00-0AB0 || GsdId: 525	
 2DO AC24..230V/1A* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4FB01-0AB0 || GsdId: 544	
 2DO DC24V/0.5A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB00-0AB0 || GsdId: 3	
 2DO DC24V/0.5A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB01-0AB0 || GsdId: 161	
 2DO DC24V/0.5A HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB00-0AB0 || GsdId: 514	
 2DO DC24V/0.5A HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB01-0AB0 || GsdId: 516	
 2DO DC24V/0.5A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB00-0AA0 || GsdId: 9	
 2DO DC24V/0.5A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB01-0AA0 || GsdId: 162	
 2DO DC24V/0.5A ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB00-0AA0 || GsdId: 513	
 2DO DC24V/0.5A ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB01-0AA0 || GsdId: 515	
 2DO DC24V/2A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB30-0AB0 || GsdId: 4	
 2DO DC24V/2A HF || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB31-0AB0 || GsdId: 163	
 2DO DC24V/2A HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB30-0AB0 || GsdId: 518	
 2DO DC24V/2A HF* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB31-0AB0 || GsdId: 520	
 2DO DC24V/2A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB30-0AA0 || GsdId: 10	
 2DO DC24V/2A ST || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB31-0AA0 || GsdId: 164	
 2DO DC24V/2A ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB30-0AA0 || GsdId: 517	
 2DO DC24V/2A ST* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4BB31-0AA0 || GsdId: 519	
 2RO NO DC24..120V/5A AC24..230V/5A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB00-0AB0 || GsdId: 12	
 2RO NO DC24..120V/5A AC24..230V/5A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB01-0AB0 || GsdId: 165	
 2RO NO DC24..120V/5A AC24..230V/5A* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB00-0AB0 || GsdId: 526	
 2RO NO DC24..120V/5A AC24..230V/5A* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB01-0AB0 || GsdId: 527	
 2RO NO/NC DC24..48V/5A AC24..230V/5A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB10-0AB0 || GsdId: 13	
 2RO NO/NC DC24..48V/5A AC24..230V/5A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB50-0AB0 || GsdId: 245	
 2RO NO/NC DC24..48V/5A AC24..230V/5A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB12-0AB0 || GsdId: 271	
 2RO NO/NC DC24..48V/5A AC24..230V/5A || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB13-0AB0 || GsdId: 289	
 2RO NO/NC DC24..48V/5A AC24..230V/5A* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB10-0AB0 || GsdId: 528	
 2RO NO/NC DC24..48V/5A AC24..230V/5A* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB50-0AB0 || GsdId: 548	
 2RO NO/NC DC24..48V/5A AC24..230V/5A* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB12-0AB0 || GsdId: 552	
 2RO NO/NC DC24..48V/5A AC24..230V/5A* || GsdFileName: GSDML-V2.25-SIEMENS-ET200S-20191007.XML || OrderNumber: 6ES7 132-4HB13-0AB0 || GsdId: 554	
